,0
TRIP12,1
TNRC18,1
RANBP3,1
TMEM234,1
RBM5,1
RHOBTB3,1
RIC3,1
RPF2,1
RUNX1T1,1
RWDD4,1
SBF2,1
SEC62,1
SFPQ,1
SFSWAP,1
SH3RF1,1
SLC39A6,1
SLC6A1,1
SMARCC1,1
SOD1,1
SPIRE1,1
STOX2,1
SUCO,1
SYT4,1
SYT6,1
TANC2,1
TBC1D23,1
TECPR1,1
TENM4,1
C3AR1,1
ANKRA2,1
AP5M1,1
APCDD1,1
APOB,1
CYGB,1
CYP24A1,1
CYP2F1,1
C9orf40,1
DCAF12,1
DCAF15,1
DDHD1,1
DDX18,1
DDX54,1
DLL1,1
DNAH5,1
DTX2,1
DZIP1,1
E2F5,1
E2F7,1
EGFL7,1
EIF4G3,1
ENY2,1
EPHA1,1
EPRS,1
FAM133B,1
FAM178A,1
FAM179B,1
FAM217A,1
FOXF1,1
CSTF2,1
CREBBP,1
COX16,1
CAPN7,1
ARL4A,1
ARRB2,1
ASB4,1
ASPM,1
ATG14,1
ATG2B,1
ATP1B1,1
BCAS1,1
BRD8,1
BTBD7,1
C2CD2,1
CCND2,1
COQ10B,1
CCNE2,1
CCSER1,1
CD46,1
CDH10,1
CENPC,1
CHIC2,1
CLCNKB,1
CLPX,1
CNGA1,1
COL11A1,1
COMMD3,1
RAPGEF4,1
PURB,1
FZD10,1
ZNF146,1
ZNF316,1
ZFPL1,1
ZXDC,1
C5orf42,1
ACAP2,1
AGO3,1
AKAP10,1
ALCAM,1
AMPD2,1
ANO3,1
APC,1
ATP6V1E1,1
ATP8A1,1
ATP8A2,1
ATXN2,1
B4GALT6,1
BAZ2A,1
CAMK2A,1
CBX5,1
CD99L2,1
CDKN1B,1
CELF3,1
CEP164,1
CIT,1
CLASP2,1
ZNF235,1
ZBTB7C,1
PURA,1
ZBTB46,1
TOP3B,1
TRAF4,1
TRAPPC11,1
TRIAP1,1
TRIP13,1
TRMT1,1
TPD52L3,1
TRPM2,1
TSC22D3,1
TSSC4,1
TSSK4,1
TTC24,1
TUBGCP3,1
TXNDC5,1
UBE2T,1
UBN2,1
UBQLN2,1
UGT2B7,1
UNC45B,1
UNC5CL,1
USH1G,1
VAT1,1
VIMP,1
ZBP1,1
ZBTB40,1
CLIP4,1
CPLX2,1
CSF2RA,1
CUL5,1
MAP2K7,1
MAP3K12,1
MAPK14,1
MITF,1
MKL2,1
MMP16,1
MPHOSPH9,1
MTF2,1
MVB12B,1
NCAM1,1
NEURL1,1
NOVA2,1
NRP1,1
ODF2,1
PAPOLA,1
PAQR8,1
PCSK2,1
PHKA2,1
PNPT1,1
POU3F4,1
PRKCE,1
PRR12,1
PTK2,1
PTN,1
PTP4A2,1
LMAN1,1
LAS1L,1
KMT2E,1
FZD4,1
CYB561A3,1
C4orf33,1
DACH1,1
DCP1B,1
DMTF1,1
EPYC,1
FAM3C,1
FBXO44,1
FLYWCH1,1
FNBP4,1
FRAS1,1
GGNBP2,1
KIFAP3,1
GPR85,1
GRIK2,1
GRIN1,1
HLF,1
HSP90B1,1
HYOU1,1
INPP5F,1
JARID2,1
KAT7,1
KCNC1,1
KIF1B,1
FUBP1,1
FZD8,1
GMPS,1
PDK4,1
PNPLA2,1
PPP2R5D,1
PTGDS,1
RAB11B,1
SLC10A6,1
SPOCK2,1
UCP3,1
WDR92,1
FBN2,1
ABHD16A,1
ADA,1
ARF5,1
ATP6V0E1,1
C19orf53,1
CCBL1,1
COQ7,1
CUTA,1
CYHR1,1
EDEM2,1
ELMOD3,1
HAX1,1
HSD17B10,1
IDH3B,1
IL17RE,1
ISOC2,1
PLIN4,1
LCN2,1
TXNDC17,1
HSD17B11,1
UBXN10,1
UNC50,1
VPS13D,1
VWCE,1
WSCD1,1
XIRP1,1
XKR5,1
XRN2,1
YTHDC1,1
ZBTB33,1
ZDHHC17,1
ZEB1,1
ZNF248,1
ZNF322,1
ZNF407,1
ZNF771,1
ADIPOQ,1
ALOX12B,1
ANGPTL4,1
CDK5RAP3,1
CFD,1
ECH1,1
FAM134B,1
FBP2,1
FOXO3,1
MRPL14,1
MSANTD4,1
PAM16,1
PMPCA,1
COQ10A,1
COX15,1
CPOX,1
CRY1,1
CRYBB1,1
CTNNAL1,1
DENND4B,1
DGAT1,1
DHRS7C,1
DVL3,1
DYRK2,1
ECSIT,1
EFHD1,1
EHHADH,1
ERC1,1
EVA1A,1
FABP3,1
FAM160B2,1
FBXO6,1
FHL2,1
FKBP4,1
FNDC5,1
FXYD3,1
GCGR,1
GDE1,1
CMBL,1
CD7,1
CCNH,1
ADSSL1,1
PRDX2,1
SDHC,1
SLC25A33,1
SMDT1,1
SNRPN,1
ZDHHC16,1
ACADVL,1
ACP6,1
ACSF2,1
ACSL1,1
ADRA1D,1
AGTPBP1,1
BDH1,1
AK4,1
AMZ2,1
ANO10,1
AP1B1,1
AP1S3,1
APLN,1
ARHGEF10L,1
ARMC8,1
ATP2A2,1
BAALC,1
BCKDK,1
UBE2E1,1
TTLL4,1
G2E3,1
LASP1,1
LEPR,1
LIN7B,1
LNX1,1
LRRC4,1
LSM8,1
LYAR,1
MAF,1
MMP8,1
MMS22L,1
MPDZ,1
MPZL1,1
MRPL32,1
MUC5AC,1
MYEOV2,1
MYOF,1
NBEAL1,1
NKAIN2,1
NPNT,1
NRARP,1
NRSN2,1
NSF,1
NUDT16,1
OR2C1,1
OR51E2,1
PAX6,1
LCORL,1
KTI12,1
TSSK3,1
KRTCAP3,1
GABRA6,1
GDF3,1
GGPS1,1
GNPDA1,1
GPN3,1
GPRC6A,1
HECTD2,1
HIF1A,1
HOXC5,1
HOXC6,1
HOXC9,1
HS3ST3B1,1
IFFO1,1
IGDCC3,1
IGLL5,1
IGLL1,1
IL4I1,1
IPMK,1
ISCU,1
ITK,1
ITSN1,1
JMJD6,1
KIF24,1
KIF5C,1
KPRP,1
PCM1,1
PDE3A,1
PDZRN3,1
PEX7,1
RNF128,1
RNF2,1
RNFT1,1
SAV1,1
SLC16A4,1
SLC17A3,1
SLC18A1,1
SLC39A14,1
SMC4,1
SNW1,1
SPATS1,1
SRSF1,1
SRSF6,1
SSR4,1
STC2,1
STRN3,1
STX6,1
TCFL5,1
TIRAP,1
TLE2,1
TMEM229A,1
TMPRSS4,1
TOP1,1
TRAF5,1
TRIM62,1
RIOK1,1
RHBDL1,1
RGS19,1
PRKX,1
PHIP,1
PITPNM3,1
PLA2G4C,1
PLCXD3,1
PLEKHA4,1
PLSCR3,1
PMP2,1
PNN,1
POPDC2,1
PPAT,1
PPCDC,1
PRRC1,1
RCOR1,1
PRSS22,1
PSMA1,1
PSMA4,1
PTCH1,1
PTPN14,1
PTRF,1
PTX4,1
PUS10,1
RAB6B,1
RABIF,1
RAP1GDS1,1
C5AR1,1
KIF26B,1
C1QC,1
NDUFAF2,1
ZBTB37,1
GON7,1
CACUL1,1
LOC100996792///MAP2K3,1
DNAJC11,1
UQCRHL///UQCRH,1
GTF3A,1
C1orf21,1
MRPL2,1
PPIF,1
PHF5A,1
MIR6125///USP15,1
ATN1,1
AIMP1,1
FAM162B,1
SCRN3,1
ROGDI,1
HIST2H2AA4///HIST2H2AA3,1
CASKIN2,1
FAM210A,1
LARP1B,1
UQCR11,1
KDELR1,1
UBE2D4,1
NR1D1///THRA,1
DNAJC14,1
OGDH,1
EHBP1L1,1
PGBD5,1
MLLT6,1
TRAPPC1,1
ATPIF1,1
GUF1,1
TMEM259,1
UQCR10,1
NCOA2,1
POLR2D,1
TMEM185B,1
LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1,1
RNF7,1
KPNA1,1
URM1,1
C14orf2,1
TTBK2,1
QRSL1,1
NDUFB1,1
SYS1-DBNDD2///SYS1///DBNDD2,1
PXN,1
NTPCR,1
FKTN,1
PBDC1,1
HIST1H2BE,1
AP1S2,1
PARVG,1
BRD4,1
INO80B-WBP1///INO80B,1
TRIO,1
MSRB2,1
SERP1,1
RDH13,1
FSD1L,1
SIRT4,1
LYRM7,1
ACAP3,1
C6orf106,1
PDSS1,1
LINC01560,1
EEF1A2,1
C12orf80,1
UBE2D1,1
PPP2R5C,1
TAB3,1
SNORD45C///SNORD45A///SNORD45B///RABGGTB,1
LOC101927752,1
C19orf52,1
CUX1,1
CXCR2,1
KCNJ15,1
LOC101927673///OTUB1,1
SIK3,1
MIR4458///MIR4458HG,1
CSNK1G2,1
ZNF41,1
LOC100288911,1
MAPRE3,1
GNPTAB,1
NCBP1,1
RPRD1A,1
TNIK,1
PAICS,1
ZNF252P,1
DPH3,1
LINC00909,1
ZNF281,1
ZNF438,1
TMEM184C,1
PSMD3,1
WDR26,1
MRPL44,1
RNF121,1
YTHDC2,1
RAC1,1
PIP4K2B,1
MAST2,1
NDUFA3,1
FBRSL1,1
UCHL3,1
SPHAR///RAB4A,1
ZNF195,1
HEATR3,1
BTBD2,1
RPS6KC1,1
SBF1,1
LOC729887,1
SERAC1,1
EXD2,1
IL13RA1,1
CARD19,1
YWHAE,1
KDM4B,1
MTRF1,1
LOC101927144///ACYP2,1
ERGIC2,1
GBF1,1
UBAP2L,1
OLMALINC///PP7080,1
NFIX,1
C1orf162,1
DTNA,1
CHCHD1,1
WBP2,1
WDR5,1
CEP70,1
ANO6,1
BVES,1
MAP2K4,1
MCM4,1
FAM89B,1
EIF3A,1
SLAIN2,1
GFM2,1
TBRG1,1
RALGPS1,1
ZBTB47,1
PPA2,1
MYOZ3,1
FAM120A,1
MED12,1
WBP11,1
ITGAE,1
CENPV,1
MTSS1L,1
CALCOCO1,1
PGPEP1,1
AKT1S1,1
BHLHE41,1
MICU1,1
HSPB6,1
HIST2H2BE,1
HMGA1,1
NRBP1,1
MIER2,1
SLC25A28,1
ZCRB1,1
CLYBL,1
MAPK1,1
SF3B4,1
COA5,1
OPA3,1
PHACTR4,1
HOMER2,1
MORN1,1
MRPL50,1
PITX1,1
RPAP3,1
RP9,1
DLGAP4,1
NDUFA11,1
RAB7A,1
BVES-AS1,1
IDE,1
USP25,1
SLC2A5,1
LOC102724993///LOC101930075///NPIPA8///NPIPA7///NPIPA5///NPIPA2///NPIPA3///PKD1P1///NPIPA1,1
DEXI,1
KDM1B,1
BCL7B,1
KLHL34,1
NEDD1,1
NFIC,1
MGME1,1
YAF2,1
PCBD1,1
TMEM68,1
CIAO1,1
OGFOD1,1
VAMP2,1
ANAPC15,1
LOC100505984///ITGB6,1
SLC16A1,1
DGKZ,1
KBTBD2,1
COPS9,1
DHTKD1,1
HIST1H2BC///HIST1H2BI///HIST1H2BE///HIST1H2BF///HIST1H2BG,1
LOC101929368///FKBP1A,1
PCGF1,1
VWA8,1
NDUFAF4,1
NAPA,1
CCSER2,1
RTCA,1
SERF1B///SERF1A,1
SEPT6,1
ANK1,1
BORCS7,1
CAMTA1,1
DIMT1,1
ZCCHC10,1
NINJ2,1
ATP5D,1
C12orf73,1
PET117,1
SS18L1,1
PRPF4B,1
ZNF689,1
ACAD10,1
MLXIP,1
NATD1,1
ZNF554,1
TPM2,1
NDUFA10,1
MFSD12,1
TBX1,1
UPP1,1
GTF2IP20,1
TP53TG1,1
ARL8B,1
SMCHD1,1
PRRC2A,1
SZT2,1
ABHD17A,1
ABI2,1
SH3GLB2,1
LOC100130452,1
MIB2,1
MRPL35,1
PPFIBP1,1
CDK12,1
LOC101930416///LOC101929792///LOC100996724///PDE4DIP,1
APPL2,1
EIF3K,1
MRPL48,1
ZNF358,1
MYO19,1
TAT,1
RIDA,1
FRMD3,1
RNF44,1
CC2D1A,1
PRMT3,1
TMCC1,1
ZC3H8,1
ANKH,1
PPID,1
MOB3A,1
NUP62,1
ERN1,1
ZNF768///ZNF747,1
DNPH1,1
STRADB,1
STAMBP,1
SETD7,1
DCUN1D5,1
FABP5,1
CCNYL1,1
DUSP3,1
NUP50-AS1,1
TUSC1,1
C1orf122,1
PSMD12,1
N4BP2,1
C9orf85,1
ADAL,1
LOC100996696///PABPC4,1
FUT1,1
TSLP,1
HDDC2,1
RRAGD,1
EPDR1,1
C20orf196,1
AIMP2,1
IPO7,1
AR,1
TBC1D1,1
HIST1H2BD,1
FAM129A,1
CCDC167,1
PTPN11,1
PSTK,1
ZBTB18,1
TMEM110-MUSTN1///MUSTN1///TMEM110,1
CORO6,1
RPRD2,1
PARK2,1
SMAP1,1
HIST1H3E,1
MIATNB,1
MARK1,1
FRMPD1,1
TSKS,1
MOCS1,1
LOC389906,1
LOC100506675,1
MYLK4,1
KBTBD11,1
MLEC,1
UHRF1BP1L,1
HOXC10,1
HOXA11-AS,1
FAM65B,1
COA6,1
RNF167,1
RMND5A,1
FNTA,1
MRPL4,1
EPC1,1
MYSM1,1
PCYT1A,1
PHTF2,1
RABEP1,1
C18orf25,1
CSNK2A2,1
PDE4D,1
TRAPPC9,1
FAM126A,1
MAP1LC3A,1
SZRD1,1
CXorf23,1
KCTD9,1
MCEE,1
LOC283861,1
ITIH4,1
LINC00998,1
SUMO3,1
LINC00938,1
LOC101928625///MED21,1
ORAI1,1
GNG5,1
GOSR2,1
TRIM3,1
RITA1,1
DMPK,1
RSBN1L,1
GRK4,1
EIF3J,1
CLASRP,1
DPH5,1
PYROXD1,1
MIR1304///SNORD5///SNORA32///SNORA40///SNORA18///SNORA1///SNORA8///TAF1D,1
GSPT1,1
CLN8,1
SHISA4,1
SIN3B,1
CCDC84,1
JTB,1
STRN4,1
MRPL13,1
PRKACA,1
PSEN2,1
KLHL7,1
PDE7B,1
FUZ,1
TERF2,1
WSB2,1
ARL10,1
TYW3,1
EPM2AIP1,1
SCML2,1
VIPR2,1
DANCR,1
RASGEF1A,1
NPIPA1,1
TRMT6,1
AKR1B1,1
LAMTOR5,1
TBC1D3I///TBC1D3E///LOC101060389///TBC1D3L///TBC1D3K///TBC1D3G///TBC1D3H///TBC1D3///TBC1D3C///TBC1D3F,1
TBC1D17,1
MIR1306///DGCR8,1
CLK4,1
PEX2,1
S100A8,1
ZBED4,1
MTX2,1
GNAS,1
TAF11,1
C1orf131,1
SENP7,1
NPAS2,1
TMEM251,1
OXSM,1
MYZAP///GCOM1///POLR2M,1
LMLN,1
OXNAD1,1
C2orf88,1
ARNT,1
CRNDE,1
TBC1D25,1
SCO1,1
KIAA0319L,1
NUDT22,1
LOC101928818///PWRN1,1
CPT1C,1
SARS,1
TRIM41,1
MED13,1
YTHDF2,1
DNAJC27,1
ZNF415,1
PRCC,1
ZFPM1,1
MAPKAP1,1
FBXO38,1
MNDA,1
KATNBL1,1
MORN2,1
SUPT7L,1
UCKL1,1
DDA1,1
CARM1,1
PRKCB,1
LNPK,1
RCN2,1
FAM131A,1
TSPYL1,1
BTBD10,1
RHNO1,1
NUS1///NUS1P3,1
PSMD7,1
WDR61,1
BZW2,1
FRRS1L,1
PAK3,1
UBE2B,1
CALB2,1
ARL6,1
PITPNM2,1
DPP6,1
KCNJ3,1
UBE2V2,1
CRH,1
LRRC8B,1
BRK1,1
PCMT1,1
C16orf87,1
THRB,1
ZCCHC12,1
GNL1,1
ENSA,1
CCNA1,1
C11orf31,1
SSX2IP,1
GABBR2,1
SRD5A1,1
CDC42EP3,1
RASGRF1,1
NIPSNAP1,1
MN1,1
RAB39B,1
MRPL33,1
CXorf40A,1
AKAP5,1
RNF150,1
THSD7A,1
DSTN,1
SRPK2,1
CAMK2N1,1
NGEF,1
LOC100506639///ZNF131,1
LDB2,1
CXorf40B,1
ADD2,1
ACVR1C,1
HCG11,1
POLE3,1
RAB11FIP2,1
NWD2,1
NEDD4L,1
WIPF2,1
CAPZA2,1
CCDC136,1
COX11,1
IGF1,1
RSL24D1,1
RSPH3,1
HTR5A,1
NRXN3,1
MAN1A1,1
COX5A,1
CX3CL1,1
C11orf74,1
RHOBTB2,1
P2RX5,1
EGR4,1
ARHGEF9,1
ABCC12,1
SLC1A6,1
CYP46A1,1
CAP2,1
C1orf115,1
HPCAL4,1
SERPINF1,1
ATXN10,1
SGTB,1
VSTM2A-OT1///VSTM2A,1
PPP2R5E,1
RHEBL1,1
ZNF697,1
LY86-AS1,1
STS,1
SLITRK5,1
DPP10,1
SEC23A,1
SRRD,1
OTUD6B-AS1,1
PDS5A,1
NLN,1
SLC4A8,1
SETSIP///SET,1
SMARCA2,1
MYT1L,1
NEK2,1
UBA5,1
FAM163A,1
FGF12,1
ARPC3,1
PPP2CA,1
ADCY1,1
STYK1,1
PLPPR4,1
CDK5R1,1
ACTR3B,1
HDAC9,1
TMEM178B,1
KCNV1,1
SCG2,1
PTPRR,1
FAM19A1,1
VSTM2A,1
ARPP21,1
HOPX,1
CCNY,1
FAM84A,1
PCDHA1///PCDHA2///PCDHA3///PCDHA4///PCDHA5///PCDHA6///PCDHA7///PCDHA8///PCDHA10///PCDHA11///PCDHA12///PCDHA13///PCDHAC1///PCDHAC2///PCDHA9,1
TTC9,1
TMEM200A,1
UQCRFS1,1
DGKB,1
NEGR1,1
SUB1,1
LINC01007,1
POLR3K,1
GNAL,1
UBE2D3,1
PLPPR5,1
PIP5K1B,1
GRIA4,1
CBLN4,1
PPP4R4,1
PCDH8,1
RIMBP2,1
MAL2,1
EGR3,1
LRRC73,1
LINC00507,1
HMP19,1
CA10,1
RAPH1,1
NETO2,1
PTPRO,1
GPR26,1
SSTR1,1
HS6ST3,1
VIP,1
HOMER1,1
TMEM196,1
BRMS1L,1
TMEM132D,1
ST6GALNAC5,1
EPHA4,1
KIF3B,1
ARHGAP20,1
BTBD3,1
SLC25A27,1
POLR3F,1
NOL4,1
MAGI1,1
BECN1,1
CAMKV,1
INPP4A,1
LOC100506563,1
YWHAZ,1
KIAA1549L,1
EID1,1
DPP10-AS1,1
LOC643923///ELMOD1,1
FREM3,1
C1D,1
FAM19A2,1
SHISA9,1
NXPH2,1
CCNI,1
CELF6,1
EID2,1
KCND2,1
KCTD16,1
DLGAP1,1
FZD3,1
LINC00643,1
ADCYAP1,1
EML1,1
SCN3B,1
EFNB3,1
SLF1,1
DOK6,1
DLG3,1
C2orf80,1
SLC2A13,1
MFSD4A,1
BRWD1,1
LMO4,1
NICN1,1
PGM2L1,1
FGF14,1
R3HDM1,1
CUX2,1
GRIN2A,1
TRAPPC6B,1
NPM3,1
PPP3CB,1
LRRC7,1
GNG3,1
LINC00672,1
GDA,1
GLYR1,1
POLR2K,1
NRIP3,1
CSRNP3,1
FBLN7,1
SERINC3,1
GRIA1,1
ATP2B1,1
PPFIA2,1
NEUROD6,1
HCCS,1
ENPP5,1
LOC157503///XKR4,1
LMO7,1
TOX3,1
TMEM261,1
STXBP5L,1
SVOP,1
VPS50,1
ERLEC1,1
PRKDC,1
ATP5B,1
ATXN1,1
LARGE1,1
TNFRSF21,1
AP2B1,1
RPUSD3,1
PHLDA2,1
OXR1,1
PTPN3,1
SLC25A4,1
RHEB,1
PTPN5,1
PPM1H,1
GSTA4,1
HIVEP2,1
BTF3P12,1
TPD52,1
TAX1BP1,1
AGGF1,1
SLC30A9,1
PCDH19,1
NTRK2,1
TBC1D9,1
CSNK2A1,1
PNOC,1
FHOD3,1
RCHY1,1
TUSC3,1
NBEA,1
CDH8,1
JAZF1,1
EPB41L4B,1
SGIP1,1
CDC40,1
LZTS1,1
PRKCI,1
CDH12,1
DUSP14,1
CACNG3,1
ARMCX5,1
CNTN4,1
ZNF529,1
PMS2P1,1
EIF5,1
EIF4E,1
MAPRE2,1
COG5,1
RAB1A,1
LOC100294033///TCAF1,1
CAMK2B,1
DNAJC4,1
CAPZB,1
TMEM189-UBE2V1///TMEM189///UBE2V2///UBE2V1,1
CLPTM1,1
SYNJ2BP-COX16///SYNJ2BP,1
UBE2R2,1
MFF,1
C6orf136,1
GATC,1
TBL1XR1,1
SKP1,1
ABCF1,1
ZNF33A,1
METTL9,1
TPM1,1
FNDC9,1
BRCC3,1
SEPT11,1
CCNG2,1
ZNF540,1
FBXO16,1
BYSL,1
KLHL14,1
CELF5,1
RGS8,1
TMEM65,1
MYO16,1
CNTN5,1
MRPS18C,1
SLC4A1AP,1
ZC3H15,1
TADA1,1
DLX6-AS1,1
MTMR2,1
METTL21A,1
C8orf4,1
C3orf80,1
TRIM9,1
B3GNT2,1
POLB,1
CHMP1B,1
SYTL5,1
SNAPC5,1
ARFGEF3,1
TRIM32,1
HNRNPA0,1
NDRG3,1
CHGB,1
CCKBR,1
KCNQ5,1
PI4KAP1///PI4KAP2///PI4KA,1
GABRB2,1
MDH2,1
CDKL5,1
SLITRK4,1
ARF3,1
ASPHD2,1
SNAPC3,1
ITPR1,1
ZMAT2,1
CDH13,1
RGS14,1
GABRA1,1
FAXC,1
ATRNL1,1
CCDC34,1
RAN,1
CNR1,1
C8orf46,1
CAMKK2,1
MRPL9,1
UBE2E3,1
CNKSR2,1
OCIAD1,1
METAP1,1
BLOC1S6,1
CHL1,1
MARCH4,1
DGKI,1
SNX3,1
AKT3,1
PDE8B,1
ASTN1,1
CCK,1
PAK1,1
PLCL2,1
SLIT2,1
PSMG1,1
HDGFRP3,1
UBE2N,1
TMEM151B,1
PTPRN,1
ARG2,1
LINC00663,1
ZNF184,1
SLC27A2,1
COPS4,1
CSRNP2,1
TMEM14B,1
APPL1,1
CEP126,1
B9D1,1
CYP2E1,1
FAM49B,1
MEAF6,1
ATP6V1G2,1
PTHLH,1
NRSN1,1
SLC26A4-AS1,1
TCERG1L,1
ADAM23,1
NR2F1-AS1,1
STXBP6,1
MTX3,1
KCNK1,1
GLT8D2,1
AZIN1,1
KCNK3,1
NDUFA4,1
FGF7P3///FGF7P6///FGF7,1
BEX5,1
TMEM55A,1
PAK6,1
TUBGCP4,1
CBX3,1
ARPC2,1
HENMT1,1
KCNIP4,1
LOC100507547///PRRT1,1
ZNF804A,1
COL26A1,1
LINC01102,1
LRRTM4,1
RBP4,1
CD200,1
MIR600///MIR600HG,1
FAM20B,1
CNOT9,1
ATP5C1,1
CHST2,1
CACNB2,1
TMEM38A,1
AFG3L2,1
SLC25A46,1
C1QB,1
ARSK,1
AXIN2,1
BACE1,1
BCL2L1,1
BCL9,1
COMMD3-BMI1,1
BMP7,1
BOK,1
BTC,1
CALR3,1
CA2,1
CA4,1
CCDC85B,1
CCNB2,1
CD2AP,1
CDC42EP5,1
CDK6,1
CDKN2C,1
CDS2,1
CENPE,1
CETN3,1
CGREF1,1
CHD9,1
CIB2,1
ATP6V0E2,1
ANXA9,1
CLN3,1
ANXA2,1
TRIM59,1
TTC13,1
TTC8,1
TTYH1,1
WDR45,1
ZDHHC20,1
APOBEC2,1
CCKAR,1
COL4A5,1
C10orf11,1
C10orf35,1
KIAA1456,1
AARS,1
ABCC2,1
ACLY,1
ACSL3,1
ADAMTSL4,1
ADD3,1
ADSS,1
AFP,1
AGPS,1
ALAD,1
ALDH3A2,1
CLDN2,1
COA3,1
SRR,1
FAM110B,1
FAM72A,1
FARSB,1
FBLN1,1
FDFT1,1
FDPS,1
FGF21,1
FIGN,1
FRK,1
FRMD6,1
FRRS1,1
GALNT18,1
GARS,1
GAS7,1
GBA2,1
GCA,1
GDPD3,1
GINS2,1
GIPC2,1
GNAQ,1
GPX4,1
GSTM3,1
HBP1,1
HEATR6,1
FAM118A,1
FAM107B,1
COL8A1,1
FAM102A,1
COMMD10,1
CPEB1,1
CREG1,1
CSRP2,1
CSTB,1
CYP1A2,1
C9orf152,1
DAB2IP,1
DCBLD2,1
DGKD,1
DHX32,1
DPP7,1
DUOX1,1
DUOXA1,1
DYRK3,1
ECT2,1
EGLN3,1
EIF4EBP1,1
ENDOD1,1
ENOPH1,1
ERMP1,1
ERO1L,1
EXPH5,1
STRN,1
SPATS2,1
NUCB1,1
SSH2,1
STX3,1
SUMF2,1
SUV420H2,1
SVIL,1
TAF1D,1
TDG,1
TG,1
TIMM44,1
TIMM9,1
TMEM80,1
TNNI2,1
TYK2,1
UCK2,1
UNK,1
UPF3A,1
WDHD1,1
WRAP73,1
ZNF226,1
ZNF646,1
ZNF2,1
AARD,1
ACO1,1
ADAMTS20,1
STK19,1
SRM,1
BRD1,1
SPON2,1
RTN1,1
RUVBL1,1
SAE1,1
SCEL,1
SCYL3,1
SEC14L3,1
SEH1L,1
SFMBT1,1
SFTPA1,1
SFTPB,1
SFTPC,1
SHMT2,1
SKA2,1
SLA,1
SLC37A1,1
SLC39A3,1
SLC6A4,1
SLC9A4,1
SNRK,1
SNX2,1
SPARC,1
SPDL1,1
SPNS1,1
ANK3,1
CDK7,1
SPATA24,1
INTS7,1
KDM7A,1
KLF13,1
L2HGDH,1
MAN2A2,1
MAP3K4,1
MGAM,1
NCK2,1
PCDH7,1
PIP5K1A,1
PLAGL1,1
PLBD1,1
POLG,1
PRKCQ,1
PTPN21,1
PTPRF,1
QDPR,1
RB1CC1,1
RBFOX2,1
RNF185,1
RYR3,1
SCN11A,1
SEMA4D,1
SH3BP2,1
KDM5B,1
IGDCC4,1
CFLAR,1
HIP1,1
CNST,1
COBLL1,1
COL15A1,1
CP,1
CREBRF,1
DIRC2,1
DTL,1
DYNC1LI2,1
EDN3,1
EIF2S2,1
EIF6,1
ERLIN1,1
ESR1,1
FAM19A5,1
FBXO3,1
FGFR4,1
FOXRED2,1
GAB1,1
GFOD1,1
GFRA1,1
GPR137B,1
GRB10,1
HERC4,1
HIST1H2BJ,1
HMGCS1,1
HSF2BP,1
TOR2A,1
TPX2,1
TRAIP,1
TRIB2,1
TTC39A,1
TTK,1
TTLL11,1
TUBA8,1
UBE2C,1
UBE2E2,1
USP20,1
VSIG10,1
WBSCR27,1
WDR6,1
WISP1,1
WISP2,1
WNK4,1
WNT5A,1
YBX3,1
ZDHHC13,1
ZNF451,1
ZNF704,1
ZNF764,1
ZWILCH,1
TPR,1
TNFRSF19,1
AASS,1
TMEM5,1
SLC48A1,1
SLC7A5,1
SMARCB1,1
SNX24,1
SOWAHB,1
SP5,1
SPA17,1
SPAG5,1
SPINT2,1
SPRR1A,1
STARD4,1
STRBP,1
STX4,1
SYNJ2,1
SYT12,1
TBCEL,1
TGFBR2,1
TGM2,1
THNSL1,1
TINAG,1
TJP2,1
TMCO6,1
TMEM178A,1
A2M,1
ABHD12,1
HUNK,1
ADAMTS4,1
ADCY4,1
ADCY5,1
AEBP1,1
AFF1,1
IFI16,1
APOLD1,1
AQP1,1
ARAP3,1
ARHGAP10,1
ARL13B,1
ARL5B,1
ATF3,1
ATP2B4,1
B4GALT5,1
BACH1,1
BAG3,1
BCAR1,1
BCAR3,1
BCL3,1
BCL6B,1
BIRC3,1
BTG2,1
C1QA,1
ADAP2,1
ADAMTS1,1
BFAR,1
ACVR1B,1
CCDC28A,1
CDADC1,1
CREBZF,1
CRK,1
CYTH3,1
FGF1,1
GTF2I,1
HARS2,1
HLTF,1
HMG20A,1
HSPA4L,1
KATNA1,1
LYNX1,1
NRD1,1
PRKRIR,1
RAB30,1
SFXN1,1
TRIM37,1
UROS,1
ZNF106,1
CIART,1
IBSP,1
KIAA0355,1
SLC44A3,1
SLC39A2,1
SLC36A1,1
MAGED2,1
MAP4K4,1
MAT2A,1
MAU2,1
MBLAC2,1
MED9,1
MRPS18A,1
MRVI1,1
MSTO1,1
MVD,1
MVK,1
MYO5B,1
MYO7B,1
NAGK,1
NAP1L1,1
NAP1L3,1
NAT8,1
NEK6,1
NEK8,1
NENF,1
NFE2,1
NFE2L2,1
NHEJ1,1
NKD1,1
MAOA,1
MAD2L1,1
SLC30A4,1
MAB21L3,1
IDI1,1
IFT57,1
IGSF11,1
IHH,1
IKBKG,1
INSC,1
ITM2A,1
JADE3,1
KDSR,1
KIF20A,1
SERTM1,1
KLHDC2,1
KLHDC8A,1
KLHL8,1
KRT18,1
KRT8,1
LCMT1,1
LECT2,1
LEF1,1
LGR5,1
LHPP,1
LRP11,1
MAATS1,1
