,0
GOLM1,2
MIEF2,2
GPR108,2
MEA1,2
MED25,2
GPR50,2
GPR6,2
GPR83,2
TDP1,2
GPX5,2
TDG,2
TYRO3,2
TYW1,2
HIST1H2AA,2
C1QTNF2,2
DTX2,2
UBE2M,2
PRKAR1A,2
ZNF524,2
NCALD,2
FIGNL1,2
TRMT10C,2
ZNF280B,2
ZNF251,2
TBC1D25,2
DEDD,2
CCDC85B,2
ZDHHC16,2
CCT3,2
NPY6R,2
SCO1,2
USP10,2
YEATS2,2
XYLT1,2
OSCP1,2
MKNK2,2
XRCC1,2
SUGP2,2
SRM,2
METTL22,2
MAP2K4,2
FBXW5,2
DCX,2
CDCA2,2
CRKL,2
SEC61G,2
WTH3DI///RAB6A,2
BUB1B,2
ATP5G2,2
AURKA,2
AVPR1A,2
CACNG2,2
ATF7,2
ARSI,2
B3GAT3,2
TMEM64,2
BANF1,2
UBE2K,2
PHTF2,2
BBC3,2
FAM78B,2
POMT2,2
ZNF672,2
C1QL3,2
BFAR,2
C1orf123,2
BIRC5,2
ZSWIM4,2
PTGR2,2
DENND2C,2
CLEC2L,2
C14orf2,2
BRAT1,2
BORA,2
BPNT1,2
WBP11,2
KCTD9,2
GANAB,2
CDK1,2
GATC,2
COQ5,2
CNOT11,2
COX6B1,2
GCDH,2
CPSF1,2
CPSF4,2
CREBRF,2
AKR1B1,2
TPMT,2
MTRF1L,2
CTR9,2
CTSO,2
CHRM3,2
SHANK2,2
CUL4A,2
UCK2,2
C21orf59,2
CYB561A3,2
MAPRE2,2
CYP4F2,2
GMPPA,2
TMEM203,2
DCAKD,2
GGCX,2
DCPS,2
DDX26B,2
CYCS,2
UBAC1,2
DUSP14,2
CDH12,2
COX19,2
JUP,2
MYO1B,2
ACAP2,2
CCDC130,2
ZNF415,2
WNK4,2
FAM193A,2
CDT1,2
RAB3GAP2///AURKAPS1,2
CENPI,2
CENPK,2
FAM53B,2
USMG5,2
DLD,2
CHTF18,2
C5orf22,2
ANKHD1-EIF4EBP3,2
CLDN1,2
SUPT7L,2
CLDN18,2
VPS25,2
DNAJC18,2
GADD45GIP1,2
ALDH7A1,2
COX7C,2
COG4,2
VDR,2
COL15A1,2
VCL,2
AK6///TAF9,2
SH3GLB2,2
VARS,2
UQCRB,2
MON1A,2
ATP13A1,2
GABBR2,2
ABHD17B,2
ENSA,2
HSP90B1,2
DCAF6,2
GK,2
KCND2,2
GGCT,2
CTDNEP1,2
SPRED2,2
FAM19A2,2
RNF5,2
TBC1D20,2
SCAMP3,2
RNF215,2
EID1,2
YWHAZ,2
CUEDC2,2
IP6K1,2
PABPC4,2
CAMKV,2
NOL4,2
PAOX,2
SLC25A27,2
RINL,2
GPR155,2
PCDHB2,2
B4GALT5,2
SEMA6A,2
ZNRF1,2
C11orf31,2
RPS2,2
CNIH4,2
SS18,2
MINOS1-NBL1,2
NCAPD2,2
NCAPH,2
NCAPH2,2
NDC80,2
PFKFB3,2
RXRB,2
PSMD7,2
FAF1,2
TOMM5,2
FAM76B,2
NOC4L,2
CHP1,2
C16orf87,2
LDB2,2
LOC100506639///ZNF131,2
DUS4L,2
SSSCA1,2
SRPK2,2
NSMCE2,2
SSR4,2
RNF150,2
RRM1,2
DDX39A,2
NUDT2,2
NDUFA13,2
POLD1,2
MIF,2
CLIC5,2
TRAPPC6B,2
PDE6D,2
TMEM161B,2
TMCC3,2
PDE1C,2
PPP1R35,2
SMG5,2
PPP1R9A,2
PPP2R5D,2
YIPF2,2
RPS25,2
PRC1,2
PYCRL,2
PRKX,2
PXMP4,2
PENK,2
TSEN2,2
SSTR1,2
FGD2,2
RGS7BP,2
NETO2,2
PRSS35,2
CALB1,2
CA10,2
PUM1,2
C10orf71-AS1,2
LINC00507,2
SLC7A2,2
PSRC1,2
ADCY2,2
PTGDS,2
PCDH8,2
CBLN4,2
ARHGAP35,2
RPS10,2
CNOT1,2
POP7,2
PER1,2
PYROXD2,2
NCLN,2
REXO2,2
C2orf80,2
NDUFB2,2
PIAS4,2
POLG,2
MPC2,2
JUND,2
TJAP1,2
EPHA4,2
PIRT,2
SIRT5,2
PLA2G12B,2
RARA,2
SCN4B,2
DGKB,2
PLD4,2
PLEKHG2,2
TMEM200A,2
RAE1,2
PLXNA2,2
RAD9A,2
POLA2,2
CLMN,2
RAD51,2
POMGNT1,2
SCMH1,2
NAA10,2
PEX26,2
LOC100506538///NDUFAF6,2
SELL,2
CPPED1,2
IRS1,2
ISPD,2
SOD1,2
CCKBR,2
KANSL2,2
KAT7,2
PSMD12,2
UBALD1,2
SERINC5,2
TRIM32,2
NDUFS7,2
TOMM7,2
KIF18B,2
URI1,2
KIF4A,2
RP9P,2
KLF4,2
USP40,2
KLHL38,2
PSMG1,2
PEX14,2
SLC9A4,2
SLC52A2,2
SLC4A3,2
GTF2I,2
RBM18,2
SLC37A1,2
CNKSR2,2
PIGF,2
SPATA24,2
SLC35C2,2
INADL,2
CIART,2
CMC1,2
IMPA1,2
RNF10,2
SMAP1,2
HMGCL,2
HMGCLL1,2
RWDD1,2
MRPL24,2
STARD13,2
HSD17B4,2
HSPBP1,2
THRIL///BRI3BP,2
SSNA1,2
IFNA4,2
TUBGCP4,2
PKNOX2,2
TRIAP1,2
GSTM2,2
IHH,2
PRDX3,2
IL15RA,2
HSPB7,2
SPON2,2
DYNC1LI1,2
MRPL40,2
SPDL1,2
TOR1B,2
NFRKB,2
SUN2,2
MRPL9,2
SCNM1,2
CDAN1,2
TBC1D5,2
MICAL2,2
MICALL2,2
TARBP2,2
MIS18A,2
SETSIP///SET,2
ICA1L,2
PDS5A,2
OTUD6B-AS1,2
SETD1A,2
TACC3,2
MMS22L,2
ZNF697,2
PARD3B,2
MOV10,2
FIGN,2
NECAB3,2
SEPW1,2
MRPL37,2
IFT22,2
SEPT3,2
CCHCR1,2
DLL1,2
MTCH1,2
PCMT1,2
MTOR,2
SCP2,2
MYBL2,2
PEX19,2
UBA5,2
SIL1,2
LRRC45,2
CAP2,2
C8orf46,2
CNR1,2
TM9SF4,2
LTC4S,2
SLC22A6,2
SLC1A6,2
MRPS30,2
MAGEL2,2
EGR4,2
SLC12A9,2
MAP1S,2
C11orf74,2
COX5A,2
MAPKBP1,2
NRXN3,2
SKA1,2
MAVS,2
MCM10,2
MCM2,2
RSL24D1,2
MCM3,2
SIRT6,2
OXLD1,2
PPP1R14C,2
SIPA1L1,2
MED24,2
RAB11FIP2,2
ZYG11B,2
MED9,2
ATP2B4,2
ACVR1B,2
ADD1,2
NCOA3,2
EMSY,2
WDR6,2
WDR77,2
IL1R2,2
PTPN23,2
ZNF25,2
MRPL27,2
CLK2,2
TPGS1,2
PTAR1,2
ZZEF1,2
ZFAND5,2
ECHDC3,2
SESN1,2
C1orf21,2
ELK1,2
SPIRE2,2
DDX11,2
BRD4,2
MS4A3,2
APLN,2
MB,2
SNRPB2,2
RAP2A,2
NRBF2,2
SCN8A,2
GABRA5,2
SLC1A5,2
MFAP3,2
REEP1,2
CASK,2
CCDC22,2
VASN,2
MPC1,2
PIK3CD,2
SLC2A5,2
EIF6,2
ANGPT1,2
PIP4K2B,2
PWP1,2
GRIK2,2
GPS2,2
ST8SIA1,2
NEURL1B,2
LOC389906,2
TFIP11,2
CPEB3,2
DBN1,2
RAB12,2
DDRGK1,2
CHST1,2
DENND5B,2
WDR12,2
FGF9,2
DCUN1D5,2
PDSS1,2
PSMD14,2
CLCN5,2
SDE2,2
AKAP6,2
MTFP1,2
PPID,2
COL5A2,2
TEX9,2
DAG1,2
NCOA1,2
KIAA0922,2
WDR90,2
SIRT4,2
TMEM126A,2
ZFP28,2
ZNF655,2
CXXC1,2
MTA1,2
NCK2,2
MCTS1,2
GID4,2
SENP3,2
C8orf59,2
TEAD2,2
WIPI2,2
ADRM1,2
SEMA6B,2
KIAA0586,2
PBX2,2
PPP1R1A,2
SLC25A29,2
ADIG,2
HEY1,2
BLOC1S2,2
HDAC6,2
ALAS1,2
HDAC11,2
TNIP1,2
AGPAT1,2
TOP1MT,2
CLASP1,2
HOMER2,2
HMGCS1,2
C1orf43,2
TRIM59,2
CDC37,2
LSM14B,2
GALE,2
GJD3,2
MAPRE3,2
LIMCH1,2
MORC4,2
UBR5,2
METTL15,2
DENND6B,2
SAFB2,2
RP9,2
ZCCHC11,2
LYPLA2,2
STX17,2
TIGD3,2
ANKRD26,2
CASKIN2,2
CSNK1G2,2
TBXA2R,2
FAM210A,2
PIAS2,2
SOX6,2
INF2,2
GOLGA4,2
NDUFAB1,2
PBDC1,2
GXYLT2,2
SNTB1,2
POLD2,2
FAM178A,2
ANKRD24,2
PAFAH1B3,2
BTD,2
MKKS,2
KIAA0556,2
AHR,2
ZFAND1,2
PDZRN3,2
CSRP2BP,2
GPD1L,2
MAP3K10,2
FBP2,2
BOLA3,2
EPPK1,2
UBLCP1,2
BNIP1,2
NPAS2,2
UBP1,2
C5orf63,2
ZNF252P,2
SMARCD3,2
GCFC2,2
ALPK1,2
SGCD,2
GABRA2,2
CGREF1,2
FUK,2
FRAT1,2
RPUSD2,2
ATPIF1,2
LTB4R2,2
ESRRA,2
ETF1,2
VPS36,2
CHML,2
PIP5KL1,2
C9orf172,2
ASB2,2
TTLL12,2
CPA3,2
CACUL1,2
CUL9,2
MPI,2
GPD1,2
BAG4,2
RC3H1,2
ALDH3B1,2
ALG1,2
PRPF40B,2
JTB,2
AMER1,2
ACADVL,2
CADPS,2
STRN4,2
FARS2,2
TRAPPC1,2
ATAT1,2
ASIC1,2
AP1G2,2
LTF,2
MAPK6,2
DDX1,2
TRIM8,2
CDK5R2,2
POMGNT2,2
VTN,2
ACR,2
VAMP2,2
ACSS2,2
NELL2,2
NRGN,2
ACY1,2
ACYP2,2
ADAM12,2
APOOL,2
BCAR1,2
RCAN2,2
TXN,2
PSPH,2
GNB3,2
MRPS18B,2
CHCHD1,2
USP21,2
CYHR1,2
ITPKA,2
ZNF32,2
QRSL1,2
KLHL7,2
PTPN14,2
ARPC1A,2
EMC3,2
STARD7-AS1,2
FNDC5,2
HIVEP1,2
ARRDC1,2
DUSP12,2
SH2B1,2
GDNF,2
VPS26B,2
ADRBK2,2
ATP2A2,2
ASF1B,2
ASPRV1,2
ASTN2,2
DBP,2
FTO,2
TOMM70,2
C16orf91,2
UBL4A,2
ARL5B,2
AQP7,2
SPG7,2
SNRNP25,2
TMEM185B,2
ACBD4,2
SNRPN,2
COA1,2
LOC101930324///NSF,2
APRT,2
ARHGAP10,2
FUNDC2,2
ARHGAP28,2
MID2,2
SREK1,2
POLR2D,2
ARHGEF39,2
SSH1,2
NRN1,2
RAB3IP,2
ACOX3,2
SRSF6,2
C1QTNF6,2
C3orf67,2
PANK3,2
ANK1,2
AHSA1,2
LRIG1,2
HOMER3,2
ZNF768///ZNF747,2
RITA1,2
DYRK1B,2
CEP89,2
CBY3,2
CFL1,2
CACNA1C,2
FBXO28,2
CES5A,2
LIX1L,2
SMPD3,2
LOC102723903,2
C8orf33,2
SVIP,2
CDADC1,2
COX8A,2
MPHOSPH9,2
ZMYM4,2
ATP6V1C2,2
TAF11,2
SNORD45C///SNORD45A///SNORD45B///RABGGTB,2
KCTD13,2
LOC101927752,2
PDHA1,2
ATXN7L1,2
CDIP1,2
NRBP1,2
CDK7,2
LRRTM1,2
CDC42EP5,2
PCGF5,2
SNX27,2
PLA2G6,2
ACADL,2
HMGA1,2
AAMDC,2
BTF3,2
CLCN2,2
GRK4,2
CAND2,2
KLHL34,2
BMPR2,2
CALCR,2
CARS2,2
RNF149,2
PREB,2
NUDT6,2
CALR,2
UNC5CL,2
ADRA1D,2
PLEKHA5,2
ETFA,2
ABLIM2,2
LOC100049716,1
BAP1,1
CD248,1
CGN,1
GATS,1
ACVR2B-AS1,1
PPP2R3B,1
THSD4,1
RNASEK-C17orf49///C17orf49,1
KPNA5,1
ZNF770,1
RUVBL2,1
C1orf189,1
IL32,1
ZFP41,1
SNHG1///SNORD22///SNORD25///SNORD26///SNORD27///SNORD28///SNORD30///SNORD31///SNORD29,1
ZYG11A,1
KIAA0895,1
PARK7,1
ITGA4,1
PABPN1,1
NAA30,1
LOC100996419,1
ZFX,1
COL6A5,1
KIAA1551,1
MIA3,1
HFM1,1
TAF1C,1
ZSCAN16-AS1,1
FAM104B,1
OBSL1,1
NXF1,1
PANK1,1
NUP58,1
ETFBKMT,1
LY6G5C,1
LOC440434,1
SLC25A26,1
RRN3P1,1
SLC6A13,1
METTL21EP,1
ZNF396,1
LOC100129518///SOD2,1
KMT5A,1
CD96,1
PHYHD1,1
CCDC181,1
ACTG2,1
ARIH2,1
TIMM23B,1
CFP,1
HUS1,1
KCNK17,1
SMIM13,1
SLC28A2,1
C17orf89,1
PLXNA4,1
GPX2,1
TIMM17B,1
VIPAS39,1
TMEM54,1
RABEP2,1
ELL3,1
CPT2,1
PLRG1,1
SPAG8,1
RNF126,1
KCNJ11,1
NCBP2,1
C9orf69,1
LOC102725451///TPTEP1,1
RAI1,1
CD58,1
LOC100289230,1
MTERF4,1
STAT2,1
ANKRD65,1
SLC25A25,1
ZNF706,1
RPH3AL,1
MYO18A///TIAF1,1
FIZ1,1
PTDSS2,1
SYNJ2BP-COX16///COX16,1
APOLD1,1
OTUD3,1
EIF3CL///EIF3C,1
TRAF7,1
CSF3R,1
MIER3,1
NPIPA5///NPIPB6///NPIPB15///PDXDC2P///NPIPB3///NPIPA1,1
DPP7,1
PTPRB,1
TRMT1,1
AGA,1
SDCCAG3,1
F7,1
STUB1,1
TNFRSF11A,1
TNIP3,1
TREX1,1
TNKS1BP1,1
SH3BP2,1
SSBP4,1
EXOC3-AS1,1
PCIF1,1
TNXB,1
PDE4DIP,1
LOC728024,1
TSPAN13,1
MMAA,1
TMPRSS3,1
TEF,1
PMS1,1
LOC284788,1
AIM2,1
RELA,1
REC8,1
AKR1E2,1
SLC51A,1
CYSTM1,1
CHRAC1,1
NUAK2///AKIP1,1
LOC101928583,1
FOXN3,1
CDSN,1
MRPS5,1
TMEM164,1
KPNB1,1
NSUN5P2///NSUN5P1,1
CASKIN1,1
LOC102723897///MIR6859-1///MIR6859-2///LOC101930154///LOC100288778///WASH1///WASH7P///WASH2P///WASH3P,1
TSC2,1
CAPN15,1
CNTLN,1
RNF207,1
PITPNM1,1
BRSK2,1
USP32P2,1
LOC101929134///HERC3,1
RAB11B-AS1,1
KIAA1522,1
PMF1-BGLAP,1
LOC283737,1
C11orf71,1
AFDN,1
OSBPL1A,1
ADCY9,1
GGPS1,1
SH3BGR,1
CCDC155,1
DAGLB,1
KLHL22,1
PTPN2,1
LMBRD2,1
LOC100128164,1
STK35,1
CCDC71L,1
CCL24,1
CD164L2,1
LOC643549///PCIF1,1
KDM7A,1
TCF20,1
ENO1,1
PRELID1,1
DAZAP2,1
TFF2,1
RPS17,1
YARS2,1
THEMIS2,1
PRCP,1
TOPORS-AS1,1
LOC100996782///MED18,1
PROSER1,1
MIR6787///SLC16A3,1
PLCD3,1
NIPSNAP3B,1
SEPT1,1
SFMBT2,1
ZBTB10,1
TIGD1,1
LOC101930115///C16orf52///VWA3A,1
ACE,1
PDCD5,1
ABO,1
ZBTB34,1
FAM168B,1
LARP1,1
C11orf98///LBHD1,1
MRPL57,1
TCTEX1D4,1
ZC3H4,1
BCKDHB,1
NOP16,1
BTG2,1
TATDN3,1
VPS8,1
UBE3B,1
CFAP58,1
GAS8,1
TUBG1,1
LOC102606465,1
COX6A1,1
MED15,1
LONRF3,1
DIDO1,1
COQ4,1
LMO1,1
SUPT6H,1
LOC100996693///SPEG,1
UBE3D,1
PTPN20,1
KMT2B,1
C11orf68,1
WASH1///WASH2P,1
RRN3P1///RRN3P2///RRN3,1
ELP3,1
LRP1,1
LRP2BP,1
RDH11,1
MAMSTR,1
GFER,1
LOC100289361,1
CCNL1,1
CTAGE5,1
MAP2K3,1
GIGYF2,1
SNX24,1
CLN6,1
MIR6849///MIR1234///MIR939///CPSF1,1
LOC100509303,1
MALL,1
SRSF5,1
OR7D2,1
LRRC32,1
LRP5,1
MAZ,1
JUNB,1
CES3,1
HIBADH,1
DNAI1,1
FAM129A,1
CDHR4,1
PPP1R9B,1
MRGPRX2,1
IL17RD,1
IL13RA2,1
IGF2BP2,1
HOXA3,1
SDHAP2///LINC00969///SDHAP1,1
ZNF385A,1
ICAM2,1
CCDC134,1
PSMC1,1
HTT,1
LOC100287497,1
CC2D1B,1
HDAC8,1
CPVL,1
INO80B-WBP1///INO80B///WBP1,1
INTS8,1
ZNF99,1
LINC00473,1
CANT1,1
CLPX,1
CLNK,1
ITGA3,1
ISM1,1
TACR3,1
HLA-DMA,1
MTCL1,1
ALS2,1
CKAP2L,1
CCNE2,1
IL4R,1
CIT,1
DOK3,1
ZNF44,1
ZFP30,1
HOXA5,1
SOX18,1
NOD2,1
NLRP3,1
NIPAL1,1
HIGD2A,1
LOC101928291,1
DUS3L,1
TMEM156,1
PGM2,1
D2HGDH,1
ECHS1,1
MAPKAPK5-AS1,1
NEU1,1
EML6,1
LOC100506922,1
SOX9-AS1,1
LOC728175,1
USF3,1
ZSCAN25,1
DCLRE1B,1
MIR6884///MED24,1
PELI1,1
OR2A12,1
OLR1,1
GABARAP,1
OSBPL6,1
LSM10,1
DNAJB11,1
PCNX,1
OR2W3,1
PGLS,1
OR5M3,1
NYNRIN,1
NUP210L,1
HSPD1,1
TUBGCP6,1
OBSCN,1
LINC00158,1
EFNA3,1
GTF2H2B///GTF2H2,1
PF4V1,1
TP53BP1,1
TMEM60,1
BAZ2A,1
C19orf66,1
C16orf54,1
PPTC7,1
EPB41,1
MMP19,1
TBC1D13,1
CCDC174,1
FOXK2,1
GALT,1
GAREM,1
ALOX12-AS1,1
EFCAB2,1
PIANP,1
PKN3,1
CTRL,1
SEC14L1,1
KLHL8,1
SPAG17,1
SPI1,1
THAP6,1
STIL,1
FDX1,1
AQP9,1
EEF2KMT,1
WNT9A,1
MSL2,1
RGL2,1
SCAF4,1
LINC01119,1
FAM195A,1
LOC105377371,1
MRGBP,1
FASTKD5,1
SECTM1,1
CA1,1
CDCA7L,1
ZNF302,1
RCOR3,1
SCTR,1
S100A12,1
MPDZ,1
PROK2,1
ERVK3-1///ZNF8,1
LOC100506476,1
FRMD8P1,1
CHST9,1
TBC1D10B,1
RAB30-AS1,1
PBX1,1
DUSP8,1
WBP4,1
SLC6A1,1
SERPINA1,1
URB1-AS1,1
LOC101929747,1
SCFD1,1
CTBP1-AS2,1
RXFP4,1
ERAS,1
ESM1,1
TNFRSF10C,1
ROR1,1
RARA-AS1,1
LARP4,1
C6orf226,1
FZR1,1
STC1,1
SNRPD2,1
RPS19BP1,1
DHPS,1
ANKRA2,1
NEPRO,1
MRPS6,1
ATG2B,1
EMG1,1
NR6A1,1
DHX37,1
MRPL22,1
SRF,1
COL1A1,1
NACC1,1
NEDD8-MDP1///MDP1,1
SIK2,1
DMD,1
CTDP1,1
BTNL9,1
CORO2A,1
ZNF383,1
MIR636///SRSF2,1
NEIL3,1
LOC105371038,1
TOM1L2,1
THAP9,1
CDKL3,1
NOL12,1
CSK,1
NDUFAF1,1
MRPL28,1
SFT2D1,1
ADAM11,1
DERL3,1
DENND2D,1
C22orf15,1
DCUN1D2,1
SEMA3G,1
SERTAD1,1
VNN2,1
NGLY1,1
CCDC59,1
DESI2,1
KCTD6,1
DCST2,1
AVIL,1
MRPS28,1
SREK1IP1,1
CEP97,1
MIR7112///BOP1,1
PTCH2,1
METTL1,1
BRD9,1
S100P,1
LRWD1,1
LINC01003,1
RCC1L,1
HBEGF,1
ZNF674-AS1,1
LOC286052,1
MAMDC4,1
TSPAN7,1
MUC20,1
TBC1D22B,1
RIOK1,1
FKBP2,1
ZNF585A,1
C16orf52,1
C9orf142,1
ADAMTSL5,1
GPR152,1
PGF,1
INTS1,1
C21orf2,1
LOC101930388///LOC101928143///NUMB,1
CCDC97,1
PTPRU,1
EYA3,1
INPP5E,1
PRKCQ-AS1,1
IPO8,1
RASAL2,1
LINC01128,1
PHF8,1
PEX16,1
C12orf57,1
GPR63,1
KLHL17,1
RNF6,1
HLA-F,1
PITHD1,1
WDYHV1,1
ROMO1,1
ABTB1,1
LOC100506870///LOC283140,1
LOC100509457///HLA-DQA2///HLA-DQA1,1
ROBO4,1
FAM160A1,1
PNO1,1
FAM155A,1
PARP15,1
MIR612///NEAT1,1
DCTD,1
FAM131B,1
FABP9,1
INIP,1
EXT1,1
FAM83C,1
RBM14,1
LOC100506730,1
C10orf76,1
FPR1,1
RHOB,1
MKRN2,1
KIAA0430,1
FHAD1,1
RPL36,1
ANO8,1
ATAD3A,1
GYG1,1
FBXO45,1
ANKS3,1
ANKRD23///ANKRD39,1
PRUNE1,1
FBXL17,1
PSG6///PSG4,1
FAM71F2,1
RNF170,1
TMEM110,1
AKAP7,1
NECTIN3,1
MAPK14,1
ADHFE1,1
ASAP2,1
ART3,1
ARHGEF2,1
ANAPC1,1
ANTXR2,1
APOA1BP,1
APITD1,1
APITD1-CORT,1
APH1A,1
ANXA2,1
AP4M1,1
ARHGAP11A,1
ANAPC13,1
AMDHD2,1
B4GALT2,1
BCAN,1
AK8,1
ASNSD1,1
ATAD5,1
AGPAT9,1
ADH1C,1
BMF,1
BLOC1S1,1
BLNK,1
BLM,1
BCL3,1
BCL2L12,1
C17orf64,1
C1orf112,1
C19orf47,1
BAX,1
ACO1,1
B3GNT8,1
ACVRL1,1
AXIN2,1
ADAMTS20,1
AUP1,1
ATP12A,1
AIM1,1
BIRC2,1
DDX41,1
CDYL2,1
BCL6B,1
GLI4,1
LOC90768,1
CHRDL2,1
ALG10B///ALG10,1
CKM,1
CEACAM21,1
CNTFR,1
COBLL1,1
COL11A1,1
LINC01297,1
ZNF551,1
COL6A3,1
COX4I2,1
MBNL3,1
SP100,1
CSDC2,1
PTPRD,1
C17orf49,1
ADM2,1
C12orf50,1
ADCK1,1
ADAMTS15,1
ADAM28,1
ADAM21,1
ACTN4,1
ACKR3,1
ACAT2,1
ACADS,1
ABCC10,1
AARSD1,1
AARS2,1
CATSPER2,1
C1orf109,1
C1orf159,1
CCDC70,1
C2orf76,1
C17orf50,1
BMP15,1
BRIP1,1
BSPRY,1
COX6B2,1
COQ6,1
COMMD5,1
CNOT10,1
CNNM1,1
VGLL2,1
CMPK1,1
CMBL,1
CLPSL2,1
CLNS1A,1
VPREB3,1
CLEC4C,1
VPS37B,1
VPS37D,1
CLDN10,1
CLCN3,1
CKS1B,1
CITED1,1
USB1,1
URB2,1
ZNF2,1
CPSF3L,1
DDX28,1
DCP1A,1
DCK,1
DBF4,1
DAB2,1
CYSLTR1,1
CYP8B1,1
CYP2S1,1
UBXN6,1
UGT2A3,1
CUTA,1
CTDSPL,1
CSN2,1
CRYGC,1
UNK,1
UPF1,1
CR1L,1
CIRH1A,1
VPS39,1
CIB2,1
WBSCR22,1
ZC3HC1,1
CCDC67,1
CCDC51,1
CAV1,1
CASP7,1
ZNF326,1
CARD11,1
ZNF397,1
ZNF623,1
CAPS2,1
CALCB,1
CACNG1,1
CACNB3,1
ZNF646,1
C9,1
C4A,1
C4B,1
CD207,1
ZBBX,1
CD34,1
CDK9,1
WDHD1,1
WDR34,1
CHAF1B,1
CENPM,1
CEBPA,1
CDPF1,1
CDKN2A,1
CDK2AP2,1
CD38,1
CDCA7,1
CDC7,1
CDC45,1
CDC25B,1
WNT7B,1
WNT8A,1
XPO5,1
LOC145694,1
LOC100506302,1
MESP1,1
PRPF6,1
AEBP2,1
PTGS2,1
PTP4A3,1
BCL2L2-PABPN1///PABPN1///BCL2L2,1
PURG,1
LOC729296///MIR646HG,1
TSG101,1
AACS,1
LOC101927543,1
RABEPK,1
RAD18,1
UQCC3,1
REPS1,1
SNORD32A///SNORD33///SNORD34///SNORD35A///RPL13A,1
TRIM44,1
DPP8,1
RYR3,1
PRRT3,1
C16orf92,1
LOC101928845,1
PRM3,1
COX7A1,1
TPPP2,1
NXPH4,1
RMST,1
NME1-NME2///NME2,1
TXNDC15,1
PCDH20,1
NUMB,1
PIP5K1A,1
PIWIL2,1
OR2H2,1
PLCG1,1
LOC105371352,1
LLGL1///FLII,1
PNPLA6,1
H2BFXP,1
PRIM1,1
SARM1,1
HEATR1,1
SBNO2,1
SUCLG2-AS1,1
TMCO6,1
TBC1D31,1
SERPINA5,1
TAF12,1
TCAP,1
TMEM219,1
TNMD,1
TPD52L2,1
LOC102724985///PDXDC1,1
MALSU1,1
TP73,1
POLI,1
TSC1,1
PNPLA7,1
MRPS10,1
TSPAN4,1
ZBTB16,1
SUSD5,1
TNFAIP1,1
STARD7,1
SLCO2A1,1
YIPF3,1
HSPE1,1
FAAP100,1
SHOC2,1
TCEANC2,1
LOC339539,1
SLC8A2,1
SLTM,1
KRT31,1
KTI12///TXNDC12,1
HOXB8,1
MYH11,1
CFAP206,1
GCNT1,1
SPRY4,1
F13B,1
CYTH3,1
NT5DC3,1
GPATCH2,1
ELK4,1
ERLIN1,1
LOC101928042///LOC101927579,1
MCTP2,1
FAM205BP///FAM205A,1
SEZ6,1
ALS2CL,1
LOC285902///ZNF273,1
FBXO24,1
FGFR4,1
DDIT4,1
GFPT2,1
DNASE1,1
GPR137B,1
ARL17B///ARL17A,1
GPX1,1
GRB10,1
NIT1,1
EPHB1,1
LOC100272217,1
SERPINB2,1
LINC01551,1
DCAF12,1
ZNF594,1
LOC643406///LINC00654,1
RRN3P2,1
DEDD2,1
LOC283335,1
PGBD4,1
KCNC3,1
DNMT1,1
DOC2A,1
LINC00881,1
DARS-AS1,1
APOBEC3F,1
UNC5A,1
EID3,1
ZNF599,1
LINC00667,1
CBL,1
HABP4,1
LOC100128108,1
MORF4L2,1
C9orf173-AS1,1
GJC1,1
ST20-AS1,1
HTR7,1
MED22,1
LL22NC03-63E9.3,1
MRPS24,1
MSC,1
MSH3,1
MSI1,1
ND4,1
NOS2,1
PYURF///PIGY,1
MYLPF,1
NCS1,1
PRDM4,1
NIT2,1
LSM1,1
LDHB,1
CH17-340M24.3,1
RPL36A,1
TBX3,1
C8orf44-SGK3///C8orf44///SGK3,1
HOXC5,1
HSPA4L,1
NMNAT3,1
LOC642852,1
CC2D2B,1
RAB29,1
ZXDA,1
IFI35,1
IGF2,1
XIST,1
TARBP1,1
LINC01410,1
KCNJ8,1
KERA,1
DDX3Y,1
DEF6,1
ABCG4,1
NFS1,1
NDUFB4,1
NDUFA8,1
SCARB1,1
MYZAP,1
MYOM1,1
SCGB3A1,1
C12orf10,1
SCYL3,1
MUSK,1
MTX1,1
MTMR14,1
SEC14L3,1
MTBP,1
SEC24A,1
MRTO4,1
SEPT5,1
MRPL51,1
NELFCD,1
NIF3L1,1
MRGPRG,1
RUFY4,1
RPS26,1
NXNL1,1
RPS9,1
NUP88,1
NUP43,1
NUP37,1
NUDC,1
NSMF,1
NRM,1
NRARP,1
NR2C2,1
NPFFR2,1
NOSIP,1
NOS3,1
NOP2,1
RTEL1,1
RTP2,1
MROH8,1
SERF1A,1
DEFB130,1
SKAP1,1
MAP10,1
MAGEB1,1
MAGEA11,1
SLC17A5,1
MAD2L1,1
LYRM1,1
LTBR,1
LSM12,1
LRTM1,1
SLC2A8,1
SLC34A2,1
SLC39A3,1
SLC39A4,1
SLC45A1,1
LMNB2,1
LMNB1,1
LILRA5,1
SLC12A1,1
SKA3,1
MOGAT2,1
MBTPS1,1
MOB2,1
SERF1B,1
SERINC4,1
MLLT1,1
SF3A3,1
SFTPA1,1
SFTPB,1
SFTPC,1
SGTA,1
METTL21C,1
SH3TC1,1
MEN1,1
MED30,1
MED10,1
MCRS1,1
MCMBP,1
MCM5,1
OR8U1,1
RPP21,1
OR4F29,1
PPP1R17,1
PPP1CA,1
PPIL2,1
PPARG,1
RAB3IL1,1
RAB44,1
